Name,Price,Rating,Proccesor,Core,Thread,RAM(GB),Storage,Graphic_card,Display,Pixel,OS
HP Pavilion x360 14-ek1149TU Laptop,66240,61.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,1TB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb2703tx Gaming Laptop,66240,63.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 250R G9 B10MTA#ACJ Laptop,66240,55.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated UHD Graphics,15.6 inches, 1366 x 768 pixels,Windows OS
HP Victus 15-FA1414TX Gaming Laptop,66240,65.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,1TB,4GB NVIDIA GeForce RTX 3050A,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G9 9H237PT Laptop,66240,,3rd Gen AMD Ryzen 3 3250U,Dual Core,4,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,DOS OS
HP Pavilion x360 14-ek1148TU Laptop,66240,60.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion Plus 14-ew0108TU Laptop,66240,59.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP Pavilion AI 14-ew1112TU Laptop,66240,64.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,16,512GB,Intel Graphics,14 inches, 2560 x 1600 pixels,Windows 11 OS
HP 15-fd0466tu Laptop,66240,52.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,8 ,512GB,‎Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0492TU Laptop,66240,55.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,‎Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ‎15-fd0468TULaptop,66240,59.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,16,512GB,‎Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus FA1198TX Gaming Laptop,66240,63.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP B12V5PT Laptop,66240,53.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated Graphics,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP 255 G10 B15J0PT Laptop,66240,,7th Gen AMD Ryzen 5 7520U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,DOS OS
HP ZBook Firefly 16 G11 A1VX6PT Laptop,66240,72.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,16,1TB,4GB NVIDIA RTX A500,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G11 A1VX4PT Laptop,66240,77.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,32,1TB,4GB NVIDIA RTX A500,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP OmniBook Ultra Flip Next Gen AI 14-fh0026TU Laptop,66240,71.0,Intel Core Ultra 7 Series 2 258V,Octa Core (4P + 4E),8,16,1TB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP OmniBook Ultra Flip Next Gen AI 14-fh0029TU Laptop,66240,74.0,Intel Core Ultra 7 Series 2 258V,Octa Core (4P + 4E),8,32,1TB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP ZBook Firefly 14 G11 A1VL0PT Laptop,66240,73.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,16,1TB,4GB NVIDIA RTX A500,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ProBook 440 G9 821P0PA Laptop,66240,59.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP 240R G9 Laptop,66240,,12th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated Graphics,14 inches, 1366 x 720 pixels,Windows 11 OS
HP 245 G10 Laptop,66240,50.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows OS
HP 240R G9 Laptop,66240,,12th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated Graphics,14 inches, 1366 x 720 pixels,Windows 11 OS
HP Omen 16-wf1171TX Gaming Laptop,66240,78.0,14th Gen Intel Core i7 14650HX,16 Cores (8P + 8E),24,16,1TB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook X 14-fe1011QU AI Laptop,66240,50.0,Qualcomm Snapdragon X Plus X1P-42-100,Octa Core</li,,16,512GB,Qualcomm Adreno GPU,14 inches, 2240 x 1400 pixels,Windows 11 OS
HP OmniBook Ultra Flip AI 2 in 1 Laptop,66240,73.0,Intel Core Ultra 9 288V,Octa Core (4P + 4LP-E),8,32,2TB,Intel Arc Graphics 140V,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP ZBook Firefly 14 G11 A92TYPT Laptop,66240,64.0,Intel Core Ultra 5 Processor 125U,12 Cores (2P + 8E + 2LP-E),14,16,512GB,Intel Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP 240 14 G9 9H223PT Laptop,66240,51.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP Victus 15-FA1402TX Gaming Laptop,66240,69.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,1TB,4GB NVIDIA GeForce RTX 3050A,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 16-af0056TU Laptop,66240,54.0,Intel Core Ultra 5 125U,12 Cores (2P + 8E + 2LP-E),14,16,1TB,Intel Integrated Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP 15-fd0061TU Laptop,66240,,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0070TU Laptop,66240,51.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1278TX Gaming Laptop,66240,60.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0111TU Laptop,66240,56.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0129TU Laptop,66240,55.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus Special Edition 15-fa1379TX Gaming Laptop,66240,59.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050A,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-gr0001TU Laptop,66240,54.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook X 14-fe0121QU AI Laptop,66240,56.0,Qualcomm Snapdragon X Elite X1E-78-100,12 Cores</li,,16,1TB,Qualcomm Adreno GPU,14 inches, 2240 x 1400 pixels,Windows 11 OS
HP Victus Special Edition 15-fa1382TX Gaming Laptop,66240,61.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,512GB,4GB NVIDIA GeForce RTX 3050A,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus Special Edition 15-fa1389TX Gaming Laptop,66240,65.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,1TB,4GB NVIDIA GeForce RTX 3050A,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa0333TX Gaming Laptop,66240,59.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-gr1023TU Laptop,66240,64.0,Intel Core Ultra 7 155H,16 Cores (6P + 8E + 2LP-E),22,16,512GB,Intel Integrated Intel Arc,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Chromebook 14a-nf0017tu Laptop,66240,,Intel Core i3 N305,Octa Core,8,8 ,256GB,Intel Integrated UHD,14 inches, 1080 x 1920 pixels,Chrome OS
HP Chromebook x360 14b-cd0012TU Laptop,66240,,Intel N200 N200,Quad Core,4,8 ,128GB,Intel Integrated UHD,14 inches, 1366 x 768 pixels,Chrome OS OS
HP Chromebook 14a-nf0014tu Laptop,66240,,Intel N100 N100,Quad Core,4,4 ,64GB,Intel Integrated UHD,14 inches, 1366 x 768 pixels,Chrome OS
HP 15-fd0316TU Laptop,66240,57.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,‎Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fy5011TU Laptop,66240,53.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Spectre x360 16-aa0015TU Laptop,66240,74.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,16,1TB,Intel Arc Graphics,16 inches, 2560 x 1600 pixels,Windows 11 OS
HP Pavilion Plus 14-ew1082TU Laptop,66240,62.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,16,512GB,Intel Graphics,14 inches, 2560 x 1600 pixels,Windows 11 OS
HP 15s-fy5009TU Laptop,66240,60.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wd0011tx Gaming Laptop,66240,70.0,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16,16,1TB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-ew1074TU Laptop,66240,61.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,16,512GB,Intel Arc Graphics,14 inches, 2560 x 1600 pixels,Windows 11 OS
HP Omen 16-wf0148TX Gaming Laptop,66240,77.0,13th Gen Intel Core i9 13900HX,24 Cores (8P + 16E),32,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 2560 x 1440 pixels,Windows 11 OS
HP Victus 15-FA1279TX Gaming Laptop,66240,60.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wd0012TX Gaming Laptop,66240,72.0,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1227TX Gaming Laptop,66240,61.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1226TX Gaming Laptop,66240,64.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1327TX Gaming Laptop,66240,63.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0186TU Laptop,66240,53.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-xf0100AX Gaming Laptop,66240,77.0,7th Gen AMD Ryzen 9 7940HS,Octa Core,16,16,1TB,8GB NVIDIA GeForce RTX 4070,16 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 16-af0028TU Laptop,66240,56.0,Intel Core Ultra 7 155U,12 Cores (2P + 8E + 2LP-E),14,16,512GB,Intel Integrated,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP 15-fd1100TU Laptop,66240,54.0,Intel Core 7 Processor Series 1 150U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd1095TU Laptop,66240,50.0,Intel Core 3 Processor Series 1 100U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1307TX Gaming Laptop,66240,60.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,1TB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 16-af0015TU Laptop,66240,52.0,Intel Core Ultra 5 Processor 125U,12 Cores (2P + 8E + 2LP-E),14,16,512GB,Intel Integrated,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Pavilion 15-eh3036AU Laptop,66240,60.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Chromebook 11MK G9 EE Touch Laptop,66240,,MediaTek Kompanio 500,Octa Core</li,,4 ,32GB,Arm Mali-G72 MP3,11.6 inches, 1366 x 768 pixels,Chrome OS
HP 250 G9 8Y2Y9PA Laptop,66240,,Intel Celeron N4500,Dual Core,2,8 ,256GB,Intel Integrated,15.6 inches, 1366 x 768 pixels,DOS OS
HP 250 G9 6S798EA Laptop,66240,,Intel Celeron N4500,Dual Core,2,8 ,256GB,Intel Integrated,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP 15-fd1099TU Laptop,66240,56.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,16,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Chromebook 15a-nb0006TU Laptop,66240,,Intel Core i3 N305,8 Threads</li,,8 ,256GB,Intel Integrated UHD Graphics,15.6 inches, 1366 x 768 pixels,Chrome OS
HP Envy x360 14-fa0038AU Laptop,66240,68.0,8th Gen AMD Ryzen 5 8640HS,Hexa Core,12,16,512GB,AMD Radeon Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP Envy x360 ‎14-fc0100TU Laptop,66240,73.0,Intel Core Ultra 7 155U,12 Cores (2P + 8E + 2LP-E),14,32,1TB,Integrated Intel Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP Envy x360 14-fc0105TU Laptop,66240,65.0,Intel Core Ultra 5 125U,12 Cores (2P + 8E + 2LP-E),14,16,512GB,Integrated Intel Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP Spectre x360 14-ef2035TU Laptop,66240,72.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,32,1TB,Intel Iris Xe Graphics,13.5 inches, 3000 x 2000 pixels,Windows 11 OS
HP Envy x360 15-fe0011TX Laptop,66240,68.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-eh1147AU Laptop,66240,63.0,5th Gen AMD Ryzen 7 5700U,Octa Core,16,16,1TB,AMD Radeon Radeon,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0221TU Laptop,66240,52.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fq5330TU Laptop,66240,56.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-eh1047AU Laptop,66240,62.0,5th Gen AMD Ryzen 5 5500U,Hexa Core,12,16,1TB,AMD Radeon Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-xd0010AX Gaming Laptop,66240,75.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,1TB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wf1026TX Gaming Laptop,66240,,14th Gen Intel Core i7 14700HX,20 Cores (8P + 12E),28,16,1TB,8GB NVIDIA GeForce RTX 4070,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Spectre x360 14-eu0556TU Laptop,66240,75.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,32,1TB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Spectre x360 16-aa0665TU Laptop,66240,,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,32,2TB,Intel Arc Graphics,16 inches, 2880 x 1800 pixels,Windows 11 OS
HP 15s-EQ2084AU Laptop,66240,57.0,5th Gen AMD Ryzen 7  5700U,Octa Core,16,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1145TX Gaming Laptop,66240,68.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,1TB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Spectre x360 14-ef2036TU Laptop,66240,66.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,13.5 inches, 3000 x 2000 pixels,Windows 11 OS
HP Victus 15-fa1134TX Laptop,66240,73.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G8 689U4PA Business Laptop,66240,60.0,11th Gen Intel Core i5 1135G7,Quad Core,8,8 ,512GB,Intel Iris Xe Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fb0157AX Gaming Laptop,66240,65.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,8 ,512GB,4GB AMD Radeon RX 6500M,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 17-cm2002TX Gaming Laptop,66240,75.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,512GB,8GB NVIDIA GeForce RTX 4060,17.3 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fy5006TU Laptop,66240,53.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1132TX Laptop,66240,62.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Spectre 17-cs0097nr Foldable Laptop,66240,65.0,12th Gen Intel Core i7 1250U,10 Cores (2P + 8E),12,16,1TB,Intel Iris Xe Graphics,17 inches, 1920 x 2560 pixels,Windows 11 OS
HP 15s-fq3066TU Laptop,66240,,Intel Celeron N4500,Dual Core,2,8 ,512GB,Intel Integrated UHD,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-FB1001AX Gaming Laptop,66240,66.0,7th Gen AMD Ryzen 5 7535HS,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G8 7J035AA Laptop,66240,52.0,5th Gen AMD Ryzen 5  5500U,Hexa Core,12,8 ,256GB,AMD Radeon ,15.6 inches, 1920 x 1080 pixels,Windows 11  OS
HP 15s-eq2132AU Laptop,66240,60.0,5th Gen AMD Ryzen 5 5500U,Hexa Core,12,16,512GB,AMD Radeon,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 250 G9 7M659PA Laptop,66240,57.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fa0187TX Gaming Laptop,66240,71.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,1TB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-eg3017TU Laptop,66240,59.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,1TB,Intel Integrated Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1064TX Gaming Laptop,66240,68.0,13th Gen Intel Core i7 13700H,14 Cores (6P + 8E),20,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus  15-fa1060TX  Gaming Laptop,66240,66.0,13th Gen Intel Core i5 13500H,12 Cores (4P + 8E),16,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wf0052TX Gaming Laptop,66240,70.0,13th Gen Intel Core i5 13500HX,14 Cores (6P + 8E),20,16,512GB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wd0770TX Gaming Laptop,66240,68.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa0188TX Gaming Laptop,66240,70.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion x360 14-ek1074TU Laptop,66240,63.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wf0111TX Gaming Laptop,66240,73.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-xf0059AX Gaming Laptop,66240,71.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,512GB,8GB NVIDIA GeForce RTX 4060,16 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fr2515TU Laptop,66240,55.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,512GB,Intel UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fy5004TU Laptop,66240,52.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wf0111TX Gaming Laptop,66240,73.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-xf0059AX Gaming Laptop,66240,71.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,512GB,8GB NVIDIA GeForce RTX 4060,16 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fr2515TU Laptop,66240,55.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,512GB,Intel UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fy5004TU Laptop,66240,52.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G8 6E3Z0PA Laptop,66240,,3rd Gen AMD Ryzen 3  3250U,Dual Core,4,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,DOS OS
HP ZBook Studio G9 16 WUXGA Workstation Laptop,66240,78.0,12th Gen Intel Core i7 12700H ,14 Cores (6P + 8E),20,16,1TB,6GB NVIDIA GeForce RTX 3060,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Studio G9 Workstation Laptop,66240,,12th Gen Intel Core i7 12700H ,14 Cores (6P + 8E),20,16,1TB,8GB NVIDIA GeForce RTX 3070 Ti ,16 inches, 3840 x 2400 pixels,Windows 11 OS
HP Chromebook x360 ‎14a-ca0505TU Laptop,66240,,Intel Celeron  N4120,Quad Core,4,4 ,64GB,Intel Integrated UHD 600,14 inches, 1366 x 768 pixels,Chrome OS OS
HP 14-em0027AU Laptop,66240,56.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,16,512GB,AMD Radeon AMD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-hr0000AU Laptop,66240,56.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,16,512GB,AMD Radeon AMD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy 15-fe0030TU Laptop,66240,64.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,16,512GB,Intel Iris X Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
‎HP Zbook Power G4-A 2023 ZHAN 99 Laptop,66240,68.0,6th Gen AMD Ryzen 5 6600H,Hexa Core,12,16,1TB,512GB SSD,4 GB ‎NVIDIA Quadro T600,,"15.6 inches, 1920 x 1080 pixels"
HP 15s-ey2001AU Laptop,66240,57.0,5th Gen AMD Ryzen 7   5700U,Octa Core,16,16,512GB,AMD Radeon Radeon,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-gr0000TU Laptop,66240,52.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-em0026AU Laptop,66240,54.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,8 ,512GB,AMD Radeon AMD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G9 840T7PA Laptop,66240,,3rd Gen AMD Athlon 3050U,Dual Core,2,4 ,256GB,AMD Integrated,15.6 inches, 1366 x 768 pixels,DOS OS
HP Pavilion 15-eg3079TU Laptop,66240,62.0,13th Gen Intel Core i5 1340p,12 Cores (4P + 8E),16,16,512GB,Intel Integrated Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
